,Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price
2456,1,24,2,48,48,2,1,1,75,90,3000,0,400,975
2457,2,5,1,36,48,2,1,3,97,365,0,0,1300,1736
2460,2,4,1,60,46,2,1,3,70,100,0,0,2400,2500
2461,1,0,5,36,23,1,1,1,35,70,0,0,900,1210
2462,1,2,6,48,29,1,1,1,35,75,0,0,650,824
2463,1,25,2,60,63,2,2,3,60,60,47500,3360,1000,1162
2464,1,17,1,24,40,2,2,1,58,128,0,0,700,982
2465,1,14,5,48,37,2,2,1,60,120,0,0,1000,1189
2466,2,0,6,60,23,1,1,1,35,0,0,0,700,969
2467,1,15,2,36,49,2,1,1,75,113,8000,0,1050,1055
2468,2,16,1,60,40,2,1,3,82,71,0,0,2000,2250
2469,1,16,2,36,40,2,2,1,90,120,6000,0,900,1150
2470,1,1,5,36,23,1,1,1,35,55,5000,0,775,925
2472,1,5,2,60,35,2,1,3,45,0,99999999,0,700,768
2473,1,5,1,48,28,2,2,1,60,154,3000,0,825,1661
2475,1,1,2,36,36,2,1,3,75,416,8000,0,3875,5175
2476,1,13,5,48,28,2,1,1,90,105,0,0,1200,1590
2477,1,10,1,36,38,2,1,1,66,210,0,0,500,1171
2478,1,2,2,60,33,2,1,1,35,146,8000,2000,1000,1844
2479,1,2,5,60,30,4,1,3,35,150,0,0,1500,1671
2481,1,13,2,60,28,2,1,1,45,148,3500,144,1350,1496
2482,1,0,3,48,56,2,1,4,35,84,4500,50,700,940
2483,1,8,1,48,39,2,1,3,66,60,0,0,700,1580
2485,1,15,5,60,35,1,1,1,45,226,6000,2200,1350,1609
2489,2,0,6,60,32,1,1,2,35,0,0,0,600,1690
2490,1,0,1,60,35,1,1,1,51,163,0,0,1000,1353
2491,1,15,6,36,30,2,1,1,45,131,0,0,250,1341
2492,1,24,2,48,39,2,1,1,75,125,6000,200,1000,1409
2493,1,15,2,48,57,2,1,3,35,212,65000,0,1300,1852
2495,1,17,1,30,45,2,1,1,55,104,0,0,550,575
2497,2,2,5,60,23,1,2,2,35,75,0,0,1100,1139
2501,1,2,5,60,24,1,1,1,35,100,0,0,1600,1601
2502,1,7,1,60,40,2,2,3,76,164,3000,0,800,1032
2504,1,2,6,18,25,2,2,3,60,0,0,0,850,1400
2506,2,2,3,60,22,2,1,2,35,60,2800,0,1300,1422
2507,2,0,2,36,30,4,1,3,60,48,7000,0,300,365
2508,1,0,5,60,21,1,1,2,45,312,10000,0,1033,1175
2509,1,0,5,24,22,1,1,2,35,80,0,0,650,1356
2511,1,8,2,24,32,2,1,1,60,77,4000,0,350,865
2513,1,0,5,24,36,2,1,4,90,31,0,0,625,725
2514,2,2,1,60,20,1,1,1,46,108,0,0,1200,1300
2516,1,5,5,30,24,2,1,1,35,120,0,0,700,1804
2517,1,8,2,36,35,2,2,1,45,213,6000,0,1700,2450
2518,1,10,5,48,58,2,1,4,35,450,2500,0,1200,1505
2519,1,5,2,60,32,2,1,1,45,145,13000,0,1500,1850
2521,1,2,1,60,53,3,1,1,46,114,0,0,1050,1348
2522,1,2,5,60,26,1,1,1,35,104,10000,0,1400,1490
2523,1,20,2,60,40,2,1,1,45,240,8000,0,900,950
2524,1,1,2,36,48,2,1,4,45,45,32000,0,1500,2700
2525,1,10,5,60,28,1,1,1,35,70,3500,0,1300,1743
2527,1,11,2,60,28,2,1,1,35,82,1500,0,1090,1491
2528,2,2,1,24,30,2,1,2,53,80,0,0,500,975
2529,2,20,2,48,47,2,1,3,45,66,99999999,0,1200,1668
2532,1,28,2,48,54,2,1,3,75,46,15000,0,900,1300
2534,1,4,1,60,30,2,1,1,60,147,5500,2000,1700,1719
2536,1,12,2,60,45,2,1,3,35,75,4000,0,1000,1100
2537,1,6,2,6,29,2,1,1,45,190,5000,0,200,2179
2538,2,0,2,6,33,1,2,2,45,240,4500,0,675,1146
2539,1,1,5,48,25,1,1,3,35,280,6000,0,1100,1650
2540,2,8,6,60,41,2,1,3,45,62,0,0,1800,2101
2541,1,12,2,48,35,2,1,1,60,90,4500,0,900,1097
2543,1,17,1,60,44,2,1,1,51,159,0,0,1100,1668
2544,1,1,2,48,42,2,1,1,75,155,8000,0,600,1680
2546,2,0,1,24,42,2,2,1,103,283,0,0,1897,2517
2548,1,16,6,42,49,2,2,1,45,80,0,0,700,950
2549,1,0,1,36,42,1,2,2,48,129,0,0,525,525
2551,1,10,2,30,32,2,1,3,60,65,3000,0,600,1200
2553,1,3,6,48,28,2,1,1,35,125,1500,0,1500,1689
2554,1,0,2,36,42,2,1,3,60,260,3000,250,1100,1288
2555,1,10,1,60,42,2,1,1,76,158,5000,0,1000,1000
2556,1,32,2,36,49,2,1,1,75,163,4000,0,400,700
2557,2,14,2,48,29,2,1,1,75,131,4000,0,980,2981
2558,1,20,1,60,38,2,1,1,74,140,0,0,1500,1600
2560,1,10,3,60,46,2,1,1,75,66,5500,1700,1250,1525
2561,1,6,2,60,33,2,1,2,60,140,6000,0,1150,1715
2562,1,2,2,60,23,1,1,1,35,150,3000,0,2000,4904
2563,1,24,2,48,39,2,1,1,75,110,3000,0,1150,1379
2565,1,3,3,36,37,2,1,3,45,0,4500,0,900,1596
2568,1,16,1,60,35,1,1,1,49,135,0,0,1300,1310
2570,1,1,1,60,40,2,1,1,57,120,0,0,1500,1737
2571,1,0,1,48,52,2,1,3,35,0,5000,0,800,1794
2573,1,23,1,48,57,1,2,1,49,142,0,0,1300,1450
2575,1,10,2,6,46,2,1,3,45,464,10000,0,1100,2235
2576,2,5,1,60,42,2,2,3,113,83,0,0,1530,1530
2577,2,0,6,60,38,2,2,1,45,0,0,0,1500,1700
2579,2,0,5,24,20,1,1,2,35,66,0,0,550,550
2581,1,10,6,60,57,2,1,1,60,84,9000,0,1400,1423
2582,1,4,6,60,37,2,2,3,60,61,0,0,1420,1450
2588,1,8,3,48,25,1,1,1,45,180,1500,0,1100,1200
2589,1,30,6,48,50,2,1,1,45,220,0,0,600,900
2590,2,2,2,48,41,2,1,1,60,142,4000,0,2000,2465
2593,1,1,2,48,27,1,2,1,45,62,5000,0,1500,1788
2595,2,4,6,36,54,2,1,3,60,0,0,0,250,350
2596,1,22,6,24,36,2,1,1,45,176,0,0,700,1428
2597,1,7,2,60,55,2,1,1,45,124,5000,0,800,982
2598,2,1,5,60,19,1,1,1,45,128,9500,2800,1300,1540
2599,2,7,2,60,31,2,1,1,60,92,3500,991,1050,1158
2600,1,7,6,48,55,2,1,1,75,100,6000,0,1200,1700
2601,1,21,2,36,37,2,1,1,75,300,7000,3500,1100,1876
2603,1,25,2,60,51,2,1,1,60,222,7000,0,1300,1400
2604,2,1,5,48,22,1,1,3,35,0,10000,0,650,722
2606,2,5,1,48,48,2,2,3,65,50,0,0,1200,1487
2608,1,2,1,36,54,2,1,1,54,187,0,0,1200,2050
2609,2,1,2,60,53,2,1,3,35,140,8000,0,1600,2222
2611,1,18,6,36,42,1,1,1,35,83,0,0,700,1380
2612,2,1,1,36,40,4,1,4,79,38,0,0,400,400
2613,1,6,2,48,35,2,1,3,60,0,3500,350,1300,1588
2614,2,2,2,60,42,3,1,4,45,35,6000,0,650,865
2616,1,7,5,60,30,1,1,1,35,95,0,0,900,1158
2617,1,18,2,36,41,2,1,1,45,104,12000,800,900,1607
2618,1,6,2,36,58,2,1,1,60,390,45000,0,1000,2318
2619,1,10,2,60,50,2,1,1,75,209,13500,0,1450,1786
2621,1,1,5,36,33,2,1,1,35,200,0,0,600,1580
2624,1,7,2,24,41,2,1,3,45,0,6000,0,1200,2676
2625,2,16,2,36,30,2,1,1,45,82,4500,0,800,975
2626,1,10,2,36,49,2,1,3,45,126,5000,0,800,1150
2632,1,13,6,48,40,2,2,3,75,270,0,0,2300,2750
2633,2,8,5,36,27,1,1,2,35,53,0,0,225,350
2634,2,1,2,36,38,2,1,3,90,49,7000,300,1200,1619
2635,1,13,6,60,40,2,1,1,60,140,0,0,700,1465
2636,1,2,5,60,24,1,1,1,35,67,0,0,316,1080
2637,1,6,2,48,37,2,1,3,45,189,15750,3000,2300,2936
2638,1,0,1,60,30,2,1,1,43,80,0,0,1000,1056
2640,1,8,3,36,31,2,1,1,60,110,2000,360,400,450
2641,1,4,6,60,27,2,1,1,35,98,5000,0,1200,1609
2642,2,7,5,24,31,2,1,3,35,67,0,0,200,2000
2644,1,8,2,36,38,2,1,1,45,150,23000,0,2800,4400
2645,1,1,5,36,25,1,1,1,35,62,0,0,750,1366
2647,1,3,2,60,36,2,1,1,45,160,6500,0,1500,2038
2650,2,0,6,48,45,2,2,1,45,0,0,0,1000,1135
2651,2,0,6,60,51,2,1,3,60,0,0,0,1300,1321
2652,2,15,2,24,34,2,1,3,35,0,99999999,99999999,1300,2099
2653,1,15,2,12,39,2,1,3,60,110,4000,0,700,1100
2656,1,5,1,48,36,2,2,3,72,120,100000,0,775,950
2657,1,0,2,24,33,2,1,2,35,100,8000,0,500,2700
2659,1,14,2,12,41,2,1,3,60,245,7000,0,500,1253
2660,1,23,2,36,59,2,1,1,35,100,7000,0,850,1334
2661,1,8,2,48,46,2,1,3,75,190,7000,0,800,847
2663,1,15,2,60,33,2,1,1,45,90,3000,0,1200,1323
2664,1,4,2,60,34,2,1,1,45,205,11000,3700,1300,2060
2665,2,3,6,24,28,1,1,1,35,51,0,0,800,1750
2666,1,31,2,48,56,2,1,1,35,144,3000,0,850,928
2667,2,5,1,36,40,2,2,3,35,0,0,0,1800,2800
2669,1,8,2,36,46,2,1,1,35,160,6000,600,600,1100
2670,1,11,1,60,54,2,1,1,54,90,0,0,1000,1303
2671,1,21,6,60,43,1,1,1,35,115,0,0,1000,1338
2672,1,1,2,48,53,2,1,3,35,213,20000,0,1250,2040
2673,2,0,2,60,43,2,2,1,60,85,4000,0,1500,1813
2674,1,4,3,36,51,2,1,4,45,192,4000,108,575,1075
2675,2,30,2,60,61,2,2,3,35,0,60000,0,950,1015
2679,1,2,5,60,41,2,2,1,35,80,0,0,1000,1500
2681,2,3,1,36,23,2,1,1,53,178,0,0,1600,2000
2682,2,0,1,6,37,4,2,3,35,0,0,0,760,768
2687,1,15,1,48,46,2,1,1,57,122,0,0,1350,1500
2688,1,17,2,6,42,2,1,1,90,111,10000,0,1000,2626
2689,2,5,4,48,46,2,1,3,75,91,6000,0,4500,6222
2690,1,6,5,60,23,1,1,1,35,109,0,0,1332,1332
2691,2,0,2,36,54,2,1,4,60,35,20000,0,1000,1613
2692,1,10,2,48,38,2,1,1,60,371,10000,4350,1450,1670
2693,1,10,6,42,26,1,1,1,35,67,0,0,800,1400
2694,1,6,2,60,33,2,1,3,60,0,11000,450,1350,2006
2695,2,1,3,48,40,2,1,3,45,0,4000,0,750,1720
2697,1,11,2,30,27,2,1,1,45,70,3500,0,1200,1531
2698,2,1,2,48,25,2,1,2,35,63,3500,0,890,890
2701,2,5,2,48,40,2,2,1,75,115,20000,100,1200,1800
2703,1,13,3,48,36,2,1,1,75,81,4750,0,1200,1385
2705,1,11,5,48,28,1,2,1,35,96,0,0,1100,1370
2706,1,3,2,60,34,2,1,3,45,0,3000,0,1350,1423
2708,1,13,1,60,34,2,1,1,65,199,0,0,1550,2100
2709,1,7,5,24,45,1,1,1,35,96,0,0,300,600
2710,1,3,1,24,28,2,1,1,80,198,0,0,100,560
2711,1,3,2,60,27,2,1,3,45,21,4000,0,1050,1064
2712,1,25,2,60,63,2,1,3,60,70,10000,0,700,925
2713,2,6,5,60,23,1,1,1,35,50,0,0,1200,1830
2714,1,3,2,60,26,2,1,3,35,121,8000,3055,1400,1581
2716,2,1,5,48,27,1,1,1,35,93,6000,0,550,818
2717,1,32,2,36,53,2,1,1,35,100,4000,0,475,550
2718,1,15,5,36,37,2,1,1,75,130,0,0,800,1479
2719,1,4,2,48,50,2,1,3,75,0,99999999,0,900,1073
2721,1,0,2,48,45,2,1,2,35,110,3000,0,1200,1642
2722,2,10,1,24,36,2,1,3,60,0,0,0,240,240
2723,1,10,2,60,39,2,1,3,45,95,3000,0,1000,1058
2724,1,5,1,60,44,2,2,3,75,0,5000,0,1800,1888
2728,2,2,1,36,32,2,1,1,51,58,0,0,500,615
2729,1,9,2,24,40,2,1,3,60,0,5000,0,500,1490
2730,2,1,6,48,23,1,1,2,35,147,0,0,1000,1843
2731,2,2,2,60,38,2,2,1,75,77,13000,5000,1805,1805
2732,1,6,2,60,47,2,1,1,60,66,5000,0,600,1625
2733,1,8,1,48,33,2,1,1,73,125,0,0,944,1054
2734,1,10,2,60,33,2,1,3,45,150,13000,0,1500,2738
2735,1,0,5,36,22,1,1,2,35,105,3000,0,750,1092
2736,1,15,2,24,64,2,2,3,75,500,29500,3500,800,1081
2737,1,15,5,48,46,5,1,1,35,125,0,0,1000,1284
2738,1,1,5,18,23,1,1,2,35,50,0,0,250,1139
2739,1,3,2,60,30,2,1,1,45,95,3700,1250,1300,1665
2741,1,15,2,60,45,5,1,1,35,140,16000,0,1000,1200
2744,1,11,5,30,27,1,1,1,35,117,0,0,600,1293
2745,1,9,3,60,26,2,1,1,35,217,4000,0,750,1546
2746,1,1,2,12,61,2,1,4,35,58,18000,0,500,1342
2747,1,11,2,36,34,2,1,1,60,180,23000,0,400,1084
2748,1,8,5,24,23,1,1,2,45,110,0,0,900,931
2749,2,5,2,48,40,2,2,1,35,87,5000,0,600,1258
2750,1,0,5,42,21,1,1,1,35,75,0,0,900,1141
2751,1,0,6,60,37,2,1,1,60,198,0,0,1000,1000
2753,1,7,2,30,30,2,2,1,45,126,7000,0,500,1661
2754,2,8,5,60,49,2,1,3,105,43,3000,0,1200,1451
2755,1,36,2,60,61,2,1,1,45,154,4000,0,1350,1650
2756,1,4,2,48,29,2,1,1,45,160,3500,0,1000,1226
2759,1,9,1,60,41,2,1,1,72,120,6000,700,1600,1776
2760,1,8,2,36,30,2,1,3,45,80,7000,3000,1000,1734
2761,1,9,1,36,39,2,1,3,54,90,0,0,600,875
2762,2,1,5,36,24,1,2,2,35,120,0,0,250,750
2763,1,19,2,60,46,2,1,3,60,190,7000,0,1500,2755
2766,1,9,1,60,43,2,1,1,88,280,0,0,850,863
2768,2,5,1,36,28,2,1,3,60,0,0,0,900,1200
2769,1,30,2,60,54,2,1,1,60,150,15000,0,1000,1388
2770,2,10,3,48,37,2,1,1,60,150,1000,0,1200,1350
2771,1,0,2,36,47,2,1,2,35,85,99999999,0,500,700
2773,1,9,6,48,24,1,1,1,45,88,0,0,1200,1302
2774,2,2,6,60,22,1,1,1,35,58,12000,0,1450,1600
2776,1,24,2,60,45,2,1,1,90,198,3500,0,900,1541
2777,1,10,2,60,39,2,1,3,60,171,39000,0,3000,3569
2779,2,0,6,60,23,1,1,2,35,0,0,0,1000,1084
2782,1,2,2,60,31,2,1,1,60,306,4000,0,1000,2095
2783,1,18,3,60,48,3,1,3,45,200,8500,500,1300,1309
2785,1,1,5,24,29,1,1,2,35,147,0,0,650,1370
2786,2,25,2,60,44,1,2,1,35,100,3500,360,1050,1606
2787,1,5,2,60,31,1,1,1,35,172,8000,0,850,1934
2789,1,13,2,36,40,3,1,1,35,109,6000,3300,900,1073
2790,1,11,2,48,28,1,1,1,35,345,6000,0,830,1152
2791,2,10,2,60,37,1,1,1,35,92,3000,0,1500,1635
2794,1,8,5,42,27,1,1,1,35,107,0,0,400,1418
2795,1,12,2,36,32,2,1,1,45,115,3500,0,800,1280
2797,1,0,5,60,19,1,1,4,75,200,3000,0,1800,2091
2798,1,19,2,24,52,2,1,1,35,180,2500,0,580,1380
2799,2,2,2,36,55,2,1,1,35,87,10000,0,1150,2000
2800,1,19,6,60,34,2,1,1,75,154,4500,0,1600,1778
2801,1,0,2,36,53,4,1,3,35,0,10000,2000,600,787
2802,2,1,5,24,21,1,1,1,35,60,0,0,900,1486
2805,1,10,2,60,50,2,1,3,35,0,3500,0,700,985
2806,1,1,6,36,32,1,1,3,35,0,0,0,1000,1172
2807,1,0,2,18,26,1,1,4,35,85,7500,2600,600,1290
2808,1,7,1,36,33,4,2,1,47,115,0,0,645,895
2809,1,1,6,36,46,2,1,3,60,0,0,0,660,1212
2811,1,16,2,60,48,2,1,3,45,273,7000,0,2000,2529
2813,1,1,5,60,22,1,1,1,35,110,2000,0,1500,2098
2814,2,0,6,36,41,2,2,3,35,0,0,0,1000,1600
2815,2,3,1,36,61,2,1,1,41,57,12000,0,2500,3559
2816,1,10,5,48,24,1,1,1,35,163,0,0,1000,1260
2817,1,3,5,24,24,2,1,1,35,120,10000,0,500,650
2818,2,4,5,60,26,1,1,1,35,52,0,0,1050,1372
2819,1,1,1,36,22,1,1,1,59,136,0,0,450,2050
2821,1,2,1,48,45,2,1,3,47,124,0,0,1600,1895
2823,1,5,5,24,35,2,2,1,35,189,3000,0,800,1828
2824,2,4,2,60,35,2,2,3,45,0,15000,3000,2000,2477
2825,1,10,5,36,28,2,1,3,45,230,0,0,1700,2300
2826,2,2,2,60,32,2,2,1,60,260,2500,450,1800,2400
2827,1,30,3,36,66,1,1,1,35,111,3500,0,800,1251
2828,1,15,6,48,33,2,1,1,45,125,0,0,1000,1587
2831,1,4,1,48,42,2,1,3,100,245,0,0,1450,1489
2832,2,4,2,60,42,2,1,4,105,88,3500,108,1000,1025
2835,1,18,2,60,39,2,1,1,60,130,3500,0,1400,1471
2836,1,12,5,60,27,1,1,1,35,150,0,0,1350,1750
2837,1,7,2,60,44,2,1,1,45,112,3500,0,1450,1625
2838,1,5,2,60,40,2,2,1,60,134,3500,0,1200,1291
2839,2,2,2,60,32,2,2,1,60,101,7000,2500,1600,1850
2841,2,5,3,72,29,2,1,1,45,92,1500,850,1450,1516
2842,2,1,6,36,40,2,2,1,75,150,0,0,800,800
2844,2,1,2,48,34,2,1,4,60,45,2500,0,1000,1476
2845,1,13,2,24,37,1,1,1,35,100,3000,0,800,1494
2847,1,0,5,36,22,2,1,2,35,72,0,0,650,950
2848,1,6,5,12,27,1,1,3,35,129,0,0,400,1777
2849,1,3,5,36,29,1,1,2,35,110,0,0,800,1428
2850,1,5,2,36,58,2,1,4,35,80,7000,0,750,1150
2851,1,12,2,36,34,2,1,1,60,97,4500,96,600,1253
2852,1,14,2,60,43,2,1,1,45,103,4000,0,950,1206
2853,2,0,2,36,42,2,1,1,75,0,7000,0,2500,3058
2854,2,15,2,60,31,2,2,1,45,96,4000,0,960,1031
2856,1,7,5,6,28,1,1,1,35,93,99999999,0,600,1827
2857,1,0,5,60,24,1,1,1,35,148,12000,0,1150,1275
2858,1,2,2,60,44,2,1,1,75,274,6000,0,1600,2070
2859,1,5,5,60,59,2,1,4,35,140,5000,0,650,730
2861,1,1,5,36,27,1,1,1,35,91,0,0,1000,1866
2862,2,0,1,36,34,1,1,2,44,85,0,0,325,375
2864,1,6,4,24,37,2,1,1,75,466,10000,800,1678,1678
2865,1,3,2,48,42,2,1,1,45,150,20000,3000,1500,2163
2866,2,1,5,48,22,1,1,2,35,52,0,0,1200,1442
2868,1,0,2,36,37,2,1,3,60,0,15000,0,400,750
2869,1,13,2,36,50,2,1,1,45,139,1800,0,715,1683
2870,1,12,5,60,32,2,1,1,35,105,0,0,1400,1780
2871,1,5,2,60,58,2,1,3,45,93,45000,0,1500,2090
2872,1,22,2,48,48,2,1,3,75,642,37000,0,1000,1484
2873,1,15,2,60,56,2,2,3,45,155,10500,0,1250,1392
2874,1,30,2,60,53,2,1,1,35,120,4000,0,1250,1401
2876,1,20,2,48,37,4,1,1,35,165,8000,1000,1300,2500
2878,2,5,1,60,29,2,1,1,56,105,0,0,1350,1396
2879,1,1,5,60,20,1,1,1,35,65,0,0,1000,1479
2881,2,3,1,60,34,2,1,3,45,0,0,0,1000,1625
2882,1,10,1,48,39,2,1,1,51,163,0,0,880,1345
2883,1,3,6,60,32,2,1,3,35,0,0,0,1000,1731
2884,1,5,2,6,52,2,1,1,35,122,2000,0,250,1500
2885,2,4,1,36,34,2,1,1,73,126,0,0,1000,1250
2888,1,5,2,36,45,2,1,1,75,167,7000,2300,400,800
2890,1,27,2,36,53,2,2,1,35,136,4000,0,350,1389
2891,1,1,2,48,39,2,1,1,45,150,10500,0,1300,1392
2892,1,24,2,18,38,2,2,1,45,0,7000,90,300,400
2893,1,15,2,24,29,2,1,1,45,130,4000,0,400,899
2894,1,20,2,60,36,2,1,1,45,218,5000,2500,1600,2478
2895,1,31,2,48,57,2,2,3,60,230,19400,1781,600,887
2896,2,0,2,60,24,2,1,4,35,104,7000,2500,1350,1425
2898,1,9,1,48,23,2,1,1,47,118,0,0,1500,1643
2900,1,18,6,36,52,2,1,1,35,120,0,0,600,1418
2901,1,19,3,60,54,2,1,1,45,80,3500,0,1300,1534
2902,1,2,1,36,45,1,1,1,45,99,0,0,350,555
2904,1,12,2,60,27,2,1,1,35,167,4000,0,1000,1537
2905,1,16,1,60,47,2,2,1,72,120,0,0,1150,1428
2906,1,26,2,36,44,2,1,1,75,108,6000,0,1606,2605
2909,1,1,2,60,59,2,1,4,45,228,10000,0,1150,1150
2910,1,14,2,48,48,2,2,1,60,107,5000,0,850,1801
2911,1,7,1,60,56,2,1,1,55,101,0,0,790,1106
2912,1,13,5,36,27,1,1,1,35,105,0,0,500,800
2913,2,1,5,48,36,2,1,2,60,150,0,0,1000,1148
2914,1,0,3,60,31,2,1,3,45,99999999,4500,0,1550,1954
2915,1,5,2,60,49,2,2,1,60,125,14000,0,1000,1297
2918,1,11,2,60,38,2,1,3,35,122,3500,0,1000,1182
2919,1,11,1,60,50,2,1,3,50,152,0,0,1400,1637
2920,1,4,5,48,21,1,1,1,35,60,4000,0,600,1320
2921,2,2,1,60,41,2,1,3,44,90,0,0,1800,2213
2922,1,20,2,24,46,2,1,3,35,40,17000,0,1000,1895
2923,1,26,2,60,54,2,1,3,60,186,80000,0,1600,2257
2924,1,20,2,36,48,2,1,1,60,131,3500,0,1000,2188
2926,1,8,3,36,33,2,1,3,45,0,5100,0,600,1124
2928,1,4,2,60,37,2,1,3,35,128,18000,0,800,1560
2929,1,4,2,60,37,2,1,3,35,128,18000,0,800,1560
2930,2,4,3,60,43,2,2,1,45,109,0,0,1050,1530
2931,1,2,2,60,33,2,1,1,60,198,4600,3500,700,760
2933,1,28,2,24,49,2,1,1,35,73,2700,0,400,500
2934,2,5,5,24,28,1,2,3,35,0,0,0,400,640
2935,1,15,2,60,32,5,1,3,35,0,6000,3300,1550,1612
2938,1,2,2,36,30,2,1,3,35,0,4000,0,1100,1850
2945,1,0,2,60,30,1,1,2,35,285,8000,0,850,1251
2946,1,14,3,48,42,2,1,1,90,151,8000,6300,1000,1650
2947,2,0,1,48,49,2,1,2,52,72,0,0,500,950
2948,2,4,1,60,34,1,1,1,43,80,0,0,1500,2218
2949,2,2,2,36,29,1,1,3,35,71,3000,0,950,1300
2950,2,15,2,48,50,2,2,3,60,0,99999999,99999999,4000,6146
2952,1,25,2,48,48,2,2,1,35,202,4000,0,800,1800
2953,1,21,2,36,50,5,1,3,35,0,80000,0,1250,1423
2956,1,9,2,60,32,2,1,1,45,103,4500,0,1100,1293
2957,1,15,2,60,51,2,1,1,60,216,5000,0,1000,1200
2958,1,5,5,60,25,1,1,1,35,75,0,0,1200,1300
2959,2,1,6,60,32,2,2,2,35,114,4000,500,1150,1661
2960,1,14,2,60,28,2,2,1,35,198,7000,900,1000,1850
2961,1,9,1,48,32,2,2,1,87,270,0,0,1000,1640
2962,1,7,2,12,45,3,2,3,75,200,15000,0,600,1130
2963,1,1,5,24,21,1,1,1,35,64,3000,0,700,1250
2964,1,19,2,24,35,2,1,1,60,90,4000,0,200,1147
2965,1,12,2,60,27,2,1,1,35,132,3000,1400,1400,1428
2966,1,11,2,60,26,2,1,1,35,70,5000,0,1050,1273
2967,1,1,5,48,21,1,1,2,35,164,0,0,1400,1503
2969,1,6,5,48,37,2,1,1,45,179,0,0,1000,1530
2970,1,5,2,60,35,2,1,3,45,0,25000,0,1500,1850
2971,1,25,3,60,58,2,1,1,35,164,5000,1000,1500,2000
2972,2,15,2,60,50,3,2,3,35,25,15000,2520,880,951
2973,1,5,5,24,25,1,1,2,35,111,0,0,750,1125
2974,1,13,2,60,43,2,1,1,45,123,3500,0,1600,1805
2975,1,35,1,60,52,2,1,1,83,384,3000,3000,900,1633
2976,1,6,5,60,41,2,1,1,75,217,0,0,1230,1238
2978,1,25,2,36,50,2,1,3,60,0,25000,3000,2300,3295
2979,1,0,2,60,61,2,1,4,35,113,3000,0,1300,1726
2981,1,15,5,48,30,4,1,1,35,126,0,0,850,1075
2982,2,5,2,36,35,4,1,3,45,99999999,2000,0,750,975
2983,1,3,5,24,20,1,1,1,35,170,2000,0,500,1624
2986,1,10,2,36,43,2,1,1,60,200,6500,0,1370,1717
2987,1,15,2,60,29,2,1,1,45,42,15000,4800,1500,2519
2989,1,0,1,36,25,1,1,2,44,93,0,0,800,1212
2990,2,0,2,36,27,2,1,3,45,0,3500,1500,600,780
2991,1,4,6,48,20,1,1,1,35,245,0,0,1126,1631
2992,2,1,1,36,44,2,2,1,54,88,0,0,500,650
2993,2,16,2,60,44,2,1,1,35,150,2500,400,2000,2190
2995,2,10,0,18,47,2,2,3,45,99999999,99999999,99999999,700,1428
2996,1,15,2,48,29,2,1,3,45,176,16200,0,1400,2475
2997,1,15,1,24,42,2,2,1,41,64,0,0,200,400
2998,1,8,3,12,31,1,2,3,35,0,5000,0,1700,2963
2999,1,8,3,60,30,2,1,1,35,55,8000,5500,2000,2552
3001,1,11,2,60,54,2,1,1,45,230,15000,0,1200,1415
3002,1,5,2,12,60,2,1,1,60,125,5000,0,400,1361
3005,1,12,2,60,28,1,1,1,35,126,15000,0,1350,1381
3006,1,5,5,36,29,1,1,1,35,134,0,0,300,425
3007,1,20,2,36,49,2,1,3,60,0,44000,0,2220,2220
3009,1,11,2,36,40,2,1,1,45,203,8000,4000,900,1674
3011,1,20,1,48,46,2,1,1,98,230,0,0,650,900
3012,1,10,2,24,50,2,1,3,45,102,6000,0,1000,2445
3014,2,3,3,24,47,2,1,1,60,116,4000,1500,800,1000
3016,1,2,1,60,36,1,1,1,52,170,0,0,1300,1400
3017,1,18,2,60,35,2,1,1,45,92,4000,0,950,1250
3018,2,15,3,48,49,2,2,1,60,112,2000,1000,900,960
3019,2,2,1,60,40,1,2,1,104,138,5000,300,1700,1879
3020,1,5,5,12,41,2,1,3,35,0,0,0,900,1925
3022,2,3,3,36,53,3,1,4,105,84,2500,500,700,890
3025,2,0,6,60,27,2,1,3,60,0,0,0,1400,1453
3027,1,9,2,60,24,2,1,1,35,125,4000,0,1000,1174
3028,1,12,2,36,49,2,1,3,35,78,12000,2000,1000,1200
3029,1,2,6,60,23,2,1,3,35,140,0,0,1400,1581
3030,2,6,5,60,29,1,1,3,35,0,3500,0,1000,1183
3031,1,9,1,48,23,2,1,1,65,197,0,0,400,2305
3033,2,0,3,60,39,2,1,2,35,85,1500,0,1270,1405
3035,2,18,2,18,38,2,2,3,60,93,20000,0,950,1350
3037,2,1,3,48,63,2,1,4,35,0,2000,0,500,1400
3038,1,2,6,30,21,1,1,1,35,53,5000,0,1000,1525
3039,1,30,2,48,53,2,1,3,45,0,38000,0,1600,2120
3040,1,3,5,36,28,1,1,1,35,91,0,0,1000,2050
3041,1,15,2,60,48,2,1,1,45,105,3000,0,250,1092
3044,2,5,5,48,28,2,1,1,35,173,0,0,1600,1630
3045,1,3,1,60,24,1,1,1,60,147,0,0,1050,1351
3046,1,11,2,60,28,2,1,1,75,260,24000,0,1400,1852
3048,1,12,2,48,35,1,1,1,45,264,25000,1700,1000,1560
3049,1,4,2,24,49,2,1,1,45,132,15000,0,850,1338
3050,1,1,5,60,23,1,1,1,35,53,80000,0,1150,1409
3051,1,3,2,60,51,2,1,1,35,123,25000,0,1800,2208
