,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
86578,0.063114951,58,1,0.23120481899999998,8299.0,7,0,2,0,2.0
66286,0.170189595,45,1,803.0,,7,0,0,1,0.0
29532,0.072947539,57,0,0.15703266400000002,10500.0,16,0,1,0,0.0
95896,0.003948092,53,0,0.362870025,5100.0,11,0,1,0,4.0
30634,0.955679098,56,1,0.155869059,7300.0,8,0,0,0,0.0
49329,0.202876812,58,0,0.348975972,6200.0,10,0,1,0,1.0
138026,0.416525107,47,0,0.269002912,9958.0,10,0,1,0,2.0
68197,0.0,62,1,0.12240646599999999,12000.0,10,1,2,0,3.0
98533,0.18252138399999998,39,0,0.652948801,6171.0,13,0,3,0,0.0
87977,0.039096506,42,2,3541.0,,11,0,2,0,0.0
135760,0.9999998999999999,65,0,76.0,,1,0,0,0,0.0
110591,0.9999998999999999,22,0,1.0,,1,0,0,0,
143509,0.9999998999999999,60,0,1246.0,,4,0,1,0,0.0
140882,0.24186919,33,0,0.19539316899999998,5035.0,6,0,0,0,2.0
138303,0.063846808,66,0,0.298485298,10100.0,7,0,1,0,0.0
132911,0.743965805,35,0,1.56097561,2500.0,6,0,1,0,0.0
58641,0.369521359,37,0,0.181925113,5100.0,15,0,0,0,0.0
135951,1.0248280570000001,64,5,0.591040896,10000.0,9,2,2,2,0.0
36676,0.047163052999999996,70,2,0.413690646,17500.0,16,0,4,0,0.0
74670,0.0005216940000000001,57,0,0.360882573,5347.0,8,0,2,0,0.0
7025,0.68794348,64,0,0.315821775,16293.0,14,0,1,0,1.0
117428,0.030190269,53,0,0.208223342,12500.0,16,0,1,0,0.0
37535,0.465533404,51,1,2525.0,,10,1,2,0,0.0
105035,0.07143089799999999,39,0,2146.0,,5,0,1,0,
99834,0.38323353299999996,51,0,0.000333311,15000.0,2,0,0,0,1.0
21272,0.037952543,46,0,0.820436875,2700.0,9,0,1,0,1.0
133127,0.371738581,66,0,0.16979850600000002,13250.0,6,0,0,0,0.0
46505,0.032539411000000004,40,0,0.534032753,11723.0,18,0,2,0,4.0
112040,0.013794636,55,0,1742.0,,8,0,1,0,0.0
50958,0.37176434700000005,64,0,0.12115309699999999,7700.0,4,0,0,0,3.0
41409,0.09454527300000001,75,0,0.706798569,4750.0,5,0,1,0,0.0
105625,0.250618842,76,0,0.510395137,8224.0,11,0,2,0,0.0
130563,0.9999998999999999,25,0,475.0,,4,0,0,0,0.0
38453,0.0034238759999999997,74,0,807.0,,10,0,1,0,
83410,0.020972802000000002,64,1,2518.0,,4,0,1,0,
11831,0.018174546,64,0,0.016786571,1250.0,6,0,0,0,0.0
99983,0.229683785,64,0,0.5098300570000001,3000.0,13,0,1,0,0.0
119878,0.276178449,58,1,0.283339583,8000.0,10,0,2,0,2.0
132046,0.338023996,57,0,2037.0,,8,0,2,0,0.0
112554,0.270086496,61,0,0.39625756700000003,5450.0,7,1,1,0,0.0
75844,0.096112098,51,1,0.421094732,8750.0,12,0,1,0,0.0
140220,0.000153838,37,3,0.44000786799999997,5083.0,10,0,1,0,0.0
144499,0.04429557,43,0,0.194878092,5700.0,5,0,1,0,1.0
99179,0.050342584,79,0,56.0,0.0,4,0,0,0,1.0
112367,0.9999998999999999,56,0,1.304903495,3833.0,7,0,2,0,0.0
116122,0.523915316,25,0,0.315944159,1360.0,6,0,0,0,0.0
55869,0.038022104,74,0,0.139440065,3678.0,16,0,1,0,0.0
43441,0.297909518,63,1,0.21363894100000003,58200.0,15,0,5,0,4.0
80277,0.010228279,53,0,12.0,,4,0,0,0,0.0
121937,0.550944906,43,0,0.370037004,9998.0,3,0,1,0,2.0
43467,0.083118759,75,0,1381.0,,11,0,2,0,0.0
92015,0.303093938,43,0,0.313137373,3333.0,6,0,0,0,2.0
98023,1.002305919,28,0,0.22951068,6600.0,7,0,1,0,0.0
82415,0.022016222000000002,50,0,0.347868009,9333.0,8,0,2,0,1.0
68889,0.5818472720000001,42,0,0.7774445109999999,3333.0,4,0,3,0,0.0
142503,0.0,48,0,0.0,,6,0,0,0,0.0
74309,0.012702811999999999,70,0,0.286871313,10000.0,12,0,1,0,0.0
71010,0.20217486399999998,39,0,3582.0,,9,0,1,0,0.0
3058,0.032092449,73,0,2448.0,,11,0,2,0,0.0
124027,0.0,26,0,0.0,1200.0,2,0,0,0,0.0
53309,0.012112392,57,0,0.449820072,2500.0,12,0,1,0,0.0
37779,0.17992050199999998,70,0,217.0,,3,0,0,0,0.0
42434,1.126455907,35,1,0.123256691,2652.0,4,0,0,0,0.0
53732,0.924785417,35,1,1.107707191,3100.0,13,0,1,0,2.0
79013,0.025864404,61,0,6352.0,,14,0,6,0,0.0
99518,0.06599550700000001,65,0,0.325483226,4500.0,7,0,1,0,1.0
126951,0.7132933379999999,69,1,0.082367053,2500.0,6,0,0,0,0.0
16890,0.033351249,54,0,0.548290342,5000.0,8,0,1,0,0.0
86726,0.6117176520000001,47,0,0.34130967700000003,8566.0,6,0,1,0,3.0
96353,0.7293334840000001,37,0,0.113322541,10500.0,6,0,0,0,0.0
104782,0.069412621,62,0,0.049992425,6600.0,8,0,1,0,2.0
133993,0.0,49,0,0.329218983,4698.0,7,0,1,0,0.0
57910,0.0,36,0,0.19600708100000003,10167.0,3,0,1,0,3.0
82027,0.9954668179999999,63,1,0.190060898,13300.0,7,0,1,0,1.0
50319,0.00222814,50,0,2594.0,,2,0,1,0,0.0
107403,0.007723157,58,0,0.593259069,3500.0,8,0,2,0,5.0
37185,0.62503039,82,1,0.12244398199999999,8166.0,7,0,0,0,0.0
127036,0.5696476779999999,63,0,4400.0,,5,0,2,0,0.0
99670,0.39730496200000004,64,0,0.312403101,9029.0,10,0,2,0,0.0
80048,0.965190511,51,0,0.343739584,9000.0,8,0,1,0,0.0
97521,0.629847976,73,0,2630.0,,15,0,2,0,0.0
37033,0.9999998999999999,26,0,0.16872428,1457.0,1,0,0,0,1.0
145539,0.720327967,74,0,0.18775691600000002,9000.0,3,0,1,1,2.0
45215,0.028219584,69,0,0.148833765,2700.0,8,0,0,0,0.0
57928,0.200990429,43,0,0.273460796,5700.0,3,0,1,0,1.0
138988,0.11503597300000001,62,0,0.34550908799999996,11333.0,9,0,3,0,1.0
80799,0.0,58,0,0.25194961,5000.0,7,0,1,0,0.0
96346,1.49e-05,34,0,0.0,7000.0,2,0,0,0,0.0
33948,0.529894021,27,0,0.285102332,2100.0,5,0,0,0,0.0
6257,0.06614367,66,0,0.26281844600000004,3100.0,7,0,1,0,0.0
145977,0.061481747999999996,56,0,0.197985986,28400.0,7,0,2,0,2.0
145752,0.016093683,75,0,0.8044606809999999,5200.0,15,0,3,0,0.0
51374,0.0,35,0,0.0,3770.0,1,0,0,0,1.0
8092,0.041465733,82,0,0.236075297,23267.0,13,0,4,0,0.0
118077,0.020951906,50,0,0.48595950299999996,12000.0,9,0,2,0,2.0
61936,0.012129216000000002,64,0,119.0,,9,0,0,0,0.0
49401,0.169069722,68,0,0.248650562,11300.0,19,0,1,0,0.0
139169,0.026394721,35,0,0.573830077,2200.0,8,0,1,0,0.0
112643,0.9999998999999999,40,0,123.0,,0,0,0,0,0.0
130538,0.031044749,57,1,372.0,,8,0,0,0,0.0
59283,0.073503131,48,0,0.190701001,6989.0,11,0,0,0,1.0
4336,0.013299668,77,0,0.011952191000000001,1254.0,6,0,0,0,0.0
121792,0.6047446329999999,30,0,0.119813364,6000.0,8,0,0,0,0.0
83553,0.0,21,0,0.0,820.0,2,0,0,0,0.0
77224,0.38241036100000003,70,1,0.41076366700000005,4700.0,14,0,0,0,0.0
137025,0.871935391,51,0,0.37860781,8834.0,14,0,2,0,0.0
92107,2.8199999999999998e-05,66,1,147.0,,8,0,0,0,
2072,0.307692308,25,0,0.010463378,1337.0,2,0,0,1,0.0
41760,0.9999998999999999,38,0,0.21603015899999997,6100.0,6,0,0,0,2.0
68560,0.0,30,0,1.153692615,500.0,9,0,0,0,0.0
71052,0.207112425,48,0,0.23399081300000002,3700.0,8,0,2,0,0.0
32456,0.9999998999999999,48,0,0.0,,1,0,0,0,3.0
40843,0.100544384,65,0,27.0,,2,0,0,0,0.0
63583,0.068616889,58,0,0.04608585900000001,1583.0,2,0,0,0,0.0
4273,0.9999998999999999,62,0,0.0,3453.0,0,0,0,0,0.0
31244,0.420257131,45,1,346.0,,5,0,0,0,0.0
32355,0.566311441,35,1,0.520369593,2380.0,8,0,1,0,0.0
30469,0.136309811,45,0,0.439235725,4500.0,3,0,1,0,0.0
76242,0.0,50,0,0.542948168,8160.0,9,0,3,0,4.0
118937,0.21531282699999998,61,0,0.227538623,20000.0,8,0,1,0,0.0
65405,0.361703951,38,0,0.330098658,6182.0,11,0,1,0,0.0
66586,0.0,50,0,1524.0,,9,0,1,0,3.0
140995,0.039252907000000004,66,0,791.0,,3,0,1,0,0.0
52428,0.003263109,66,0,0.0015255529999999998,3932.0,4,0,0,0,0.0
134976,0.01462753,72,0,0.340392221,12135.0,12,0,3,0,1.0
64124,0.33733057899999996,62,0,0.392321271,6797.0,16,0,1,0,0.0
14807,0.003185784,63,1,2042.0,,10,0,2,0,0.0
10629,0.023628754,30,0,0.008170676,2202.0,2,0,0,0,0.0
5242,0.13391297,49,0,0.08536434,24166.0,8,0,1,0,2.0
115170,0.040998536,62,0,0.117146532,10106.0,4,0,2,0,0.0
113591,0.036959627,57,0,0.322111859,15000.0,14,0,1,0,0.0
148709,0.375008503,28,0,0.159951713,6626.0,4,0,0,0,1.0
132364,0.793480828,34,0,0.259721727,2802.0,17,0,0,0,2.0
102591,0.009153142,50,0,0.296056315,12500.0,10,0,2,0,0.0
128012,0.530832729,29,0,0.21940016199999998,3700.0,3,0,0,0,2.0
86607,0.050148745999999994,66,0,937.0,,4,0,1,0,0.0
85379,0.035313451,67,0,29.0,0.0,3,0,0,0,0.0
97675,0.710578842,26,0,0.834355828,651.0,3,0,0,0,0.0
99992,0.185304078,63,0,0.311879568,9166.0,12,0,1,0,1.0
101215,0.764961784,36,0,0.30211445600000003,8701.0,10,0,1,0,2.0
90727,0.051541751,63,0,0.39598214299999995,2239.0,8,0,1,0,0.0
112284,0.98840232,30,1,0.193761248,5000.0,9,0,0,0,0.0
15984,0.528215557,35,0,0.33727712,6000.0,8,0,2,0,2.0
58364,1.0438767009999999,71,0,0.41360089200000005,7175.0,8,0,1,0,0.0
90504,0.174256685,47,0,0.26436048,7833.0,18,0,1,0,0.0
39730,0.036294616,65,0,0.007664112,3000.0,2,0,0,0,0.0
148556,0.041763122,78,0,0.04199664,4166.0,7,0,1,0,0.0
65404,0.001384142,71,1,0.291340707,3706.0,6,0,1,0,0.0
88749,0.22979353800000002,54,1,0.056214865999999995,1600.0,5,0,0,1,1.0
104484,0.21239380300000002,48,0,0.116623473,2700.0,9,0,0,0,2.0
98196,0.000310334,46,0,0.215531608,9000.0,8,0,1,0,0.0
88639,0.0,72,0,0.332738308,2800.0,6,0,1,0,0.0
113005,0.478093066,42,0,0.21052631600000002,2583.0,6,0,0,0,0.0
60872,0.9999998999999999,48,0,0.276577874,8333.0,4,0,1,0,2.0
27146,0.016604696999999998,59,0,0.104983849,4333.0,6,0,1,0,0.0
72178,0.334070131,64,0,8879.0,,33,0,3,0,1.0
11502,0.9999998999999999,29,0,0.023809524,2099.0,1,2,0,1,0.0
126986,0.749097907,75,0,416.0,,6,0,0,1,0.0
101117,0.6150931479999999,40,0,0.15789473699999998,7200.0,6,0,0,0,3.0
5056,0.0,64,0,0.35747902600000003,4886.0,5,0,1,0,0.0
45446,0.267408112,40,0,707.0,,7,0,0,0,3.0
56538,0.609707754,46,0,0.116750786,10500.0,8,0,0,0,2.0
70974,0.035113282,56,0,0.45879696799999997,6200.0,10,0,1,0,1.0
48419,0.10728264900000001,48,0,0.34875971899999997,2700.0,5,0,1,0,0.0
109649,0.51717738,63,0,0.984029484,2441.0,4,0,1,0,2.0
145167,0.168883112,62,0,50.0,,2,0,0,0,0.0
12499,0.0,75,0,3396.0,,11,0,4,0,0.0
103644,0.784039266,60,0,0.16880367,8500.0,6,0,0,0,1.0
100590,0.620329493,28,0,0.198966408,5417.0,6,0,0,0,0.0
101575,0.876084957,42,0,0.107543606,9000.0,4,0,0,0,2.0
123629,0.18650822600000003,61,0,0.30963820000000003,10198.0,10,0,1,0,2.0
90019,0.9999998999999999,62,0,0.0,7250.0,1,0,0,0,1.0
121407,0.008985909,50,0,0.2003367,10097.0,9,0,2,0,0.0
64535,0.29213483100000004,28,1,0.20078226899999999,2300.0,3,0,0,0,1.0
119468,1.081329461,42,0,0.527288579,5734.0,13,0,1,0,1.0
67379,0.019298173000000002,55,0,576.0,,4,0,1,0,0.0
52538,0.088628469,78,0,0.366589327,861.0,6,0,1,0,1.0
100674,0.272462408,64,0,3450.0,,13,0,2,0,1.0
92188,0.024450514,77,0,0.10541848699999999,8470.0,14,0,1,0,0.0
143758,0.561199001,24,0,0.095619988,1620.0,3,0,0,0,0.0
46593,0.12713839400000002,68,0,231.0,0.0,9,0,0,0,0.0
12582,0.017407523,68,0,0.170501181,8040.0,17,0,1,0,0.0
99006,0.81822652,30,0,710.0,,6,0,0,0,1.0
11081,0.02547926,71,0,0.265189971,6500.0,11,0,1,0,1.0
47447,0.16300349,48,0,1.217519106,1700.0,29,0,0,0,0.0
149159,0.007358213000000001,62,0,0.181402657,7000.0,6,0,0,0,1.0
139216,0.349408281,62,0,0.374392492,11933.0,17,0,1,0,0.0
68216,0.31293838399999996,61,1,0.274069136,10500.0,10,0,2,0,0.0
109662,0.012927161999999999,62,0,0.09027978099999999,10400.0,7,0,2,0,0.0
68567,0.0,94,2,0.0,,7,0,0,0,0.0
58028,0.298449709,61,0,0.36342998,15416.0,20,0,1,0,0.0
119167,0.001280757,48,0,0.535110688,4200.0,8,0,1,0,0.0
4197,0.316536693,87,0,47.0,,1,0,0,0,0.0
73977,4212.0,35,0,0.557392809,5200.0,6,0,2,0,1.0
116890,0.22351041600000002,40,1,0.443280977,9167.0,16,0,1,0,2.0
99940,0.056982859000000004,71,0,0.181890897,6250.0,10,0,1,1,0.0
43015,0.5689154270000001,66,0,1.1302174459999998,4000.0,11,0,1,0,0.0
130091,0.14517096599999998,24,0,0.10205621599999999,5300.0,5,0,0,1,0.0
31070,0.555639905,38,0,0.282857557,6900.0,3,0,1,0,0.0
139479,0.27926638,48,0,2378.0,,5,0,1,0,2.0
148178,0.019285677,58,4,0.238437735,11956.0,14,0,2,0,0.0
59612,0.9999998999999999,52,0,0.19381194699999998,7465.0,2,0,1,0,1.0
101586,0.08504163,55,0,0.405671296,5183.0,5,0,1,0,0.0
72764,0.00760982,66,0,0.330667594,8627.0,11,0,3,0,0.0
98056,0.004887549000000001,74,1,0.870170386,4166.0,23,0,6,0,0.0
91389,0.14825807400000002,66,0,0.23820556,4747.0,10,0,0,0,2.0
91132,0.753784617,59,0,0.478455705,5801.0,8,0,1,0,1.0
25014,0.020781542,53,0,0.282312307,5500.0,8,0,1,0,2.0
74152,0.061834915,61,0,1824.0,,5,0,1,0,0.0
102522,0.011329326,36,0,0.0035481959999999996,3381.0,4,0,0,0,0.0
96354,0.180836474,64,2,0.483320979,5395.0,18,0,2,0,0.0
41997,0.334139279,49,1,0.39278383899999997,9256.0,18,0,1,0,0.0
101814,0.076670696,44,0,1583.0,,6,0,1,0,0.0
120143,0.593317765,62,2,0.626392459,3500.0,22,0,1,0,0.0
67687,0.08618579800000001,60,0,0.31478087,6000.0,7,0,2,0,0.0
113277,0.957423177,39,0,0.223993515,3700.0,6,1,0,0,2.0
93642,0.32358656,46,0,3158.0,,7,0,1,0,3.0
111115,0.012654085,40,0,0.0029994,3333.0,3,0,0,0,0.0
71723,0.29497730899999997,44,0,0.7027191559999999,4927.0,8,0,2,0,2.0
101723,0.0017088070000000001,55,0,1723.0,,5,0,1,0,0.0
82157,0.00169073,84,1,0.000425441,4700.0,7,0,0,1,0.0
117365,0.001768065,75,0,0.083230169,10500.0,10,1,0,0,0.0
8694,0.33980469,58,0,0.355763161,7920.0,14,0,0,0,0.0
99830,1.141571686,35,0,0.149306675,3100.0,3,0,0,0,0.0
110064,0.0,83,0,0.0,5200.0,1,0,0,0,0.0
25067,0.23457328800000002,50,0,0.559078161,8200.0,12,0,3,0,2.0
69161,0.44393855600000004,42,1,0.538795566,8750.0,11,0,4,0,3.0
12246,0.301222786,52,0,0.5577282020000001,11250.0,13,0,3,0,1.0
8927,0.841253479,49,0,4630.0,,16,0,2,0,0.0
83815,0.026685942999999997,48,0,27.0,,4,0,0,0,0.0
34477,0.9999998999999999,46,0,0.20726519,9166.0,3,0,2,0,0.0
49178,0.11787308199999999,54,1,0.250583139,3000.0,16,0,1,0,0.0
68547,0.645416675,51,0,0.8669978709999999,7044.0,11,0,3,0,0.0
84735,0.11988706699999999,39,0,0.353564644,10000.0,16,0,3,0,4.0
42038,0.237660381,68,0,0.196700825,4000.0,9,0,1,0,0.0
115655,0.016988115,41,0,1.079036901,3820.0,13,0,2,0,1.0
103877,0.117726395,72,0,0.213170224,3841.0,13,0,1,0,0.0
53068,0.014217665,69,0,0.00293725,3744.0,2,0,0,0,0.0
97657,0.091645418,76,0,0.327479829,2106.0,3,0,1,0,0.0
16246,0.003100515,47,0,0.376633987,3671.0,6,0,1,0,0.0
86381,0.010489021999999999,64,0,0.173973235,6500.0,15,0,2,0,0.0
21541,0.397429487,42,0,2068.0,,12,0,1,0,0.0
41757,0.090982794,25,0,30.0,0.0,5,0,0,0,0.0
147959,0.027710803,75,0,0.083187632,10866.0,8,0,1,0,0.0
124964,0.056560732,56,0,0.555456808,5625.0,7,0,2,0,0.0
66616,0.967930029,36,1,0.966724039,3485.0,7,0,2,0,0.0
72340,0.17401678199999998,51,0,0.080175478,13220.0,10,0,0,0,5.0
54034,0.0,46,0,0.727329386,3208.0,5,0,1,0,0.0
108934,0.021399536,61,0,0.120490129,2937.0,6,0,1,0,0.0
120810,0.043911134000000004,59,0,0.378684478,6886.0,11,0,1,0,1.0
77424,0.006635306999999999,43,0,0.35827109100000004,16333.0,14,0,3,0,0.0
104176,0.7802303620000001,32,1,0.255459563,8333.0,8,0,1,0,0.0
101672,0.023410032999999997,68,0,0.003514377,9389.0,6,0,0,0,0.0
93964,0.094276736,31,0,0.626446861,2850.0,6,0,1,0,0.0
79009,0.041326427,55,0,0.407602725,9101.0,11,0,2,0,1.0
112395,0.0,33,0,0.44754885200000005,5833.0,6,0,2,0,0.0
122905,0.0,42,0,2173.0,,3,0,1,0,0.0
125909,0.18413450899999997,53,0,0.6059446070000001,4440.0,10,0,3,0,1.0
52251,0.0,74,0,0.0,4016.0,3,0,0,0,1.0
38265,0.273246679,44,0,0.24331118699999998,5568.0,6,0,2,0,0.0
137738,0.014031498,72,0,655.0,,7,0,1,0,0.0
41399,0.049323917,50,0,0.49487628100000003,4000.0,11,1,2,0,0.0
87993,0.212215077,64,0,0.369761334,8756.0,4,0,1,0,0.0
15277,0.026227072999999997,32,0,0.158947018,3000.0,7,0,0,0,0.0
101444,0.151562684,44,0,0.375337187,2594.0,9,0,1,0,0.0
83851,1.11824261,39,2,0.45155426299999996,5500.0,8,1,2,0,0.0
45696,0.36214921,42,0,0.327556656,5250.0,11,0,1,0,0.0
62019,0.034544724,41,0,0.402190923,3833.0,14,0,1,0,0.0
44299,0.982035928,76,0,34.0,,1,0,0,0,
118714,0.115483365,37,0,0.280658938,4916.0,5,0,1,0,2.0
44769,0.063879558,46,0,0.560487902,5000.0,13,0,1,0,0.0
116853,1.222591362,32,0,11.0,,1,1,0,0,0.0
17024,0.7370492040000001,47,0,0.35391207700000005,6300.0,10,0,0,0,0.0
149615,0.475130516,59,1,0.560461235,6590.0,16,0,2,0,1.0
45406,0.111111111,40,0,0.175582188,10262.0,6,0,1,0,0.0
95305,0.45844536399999997,47,0,0.153030059,6220.0,7,0,0,0,1.0
49803,0.030102929,74,0,60.0,,12,0,0,0,0.0
42860,0.062290154,68,0,0.04373102,11524.0,7,0,0,0,0.0
63370,0.657342657,23,1,0.510496672,1952.0,3,0,0,0,0.0
148457,0.197270642,74,0,0.126859435,5982.0,4,0,0,0,0.0
40169,0.113187444,76,0,0.42544350299999995,6256.0,5,0,1,0,0.0
30970,0.053251386,61,0,1630.0,,7,0,1,0,
27891,0.031926819,52,0,0.004772727,4399.0,2,0,0,0,2.0
33987,0.22355289399999997,31,0,0.004969307,3420.0,4,0,0,0,1.0
69884,0.021524694,63,0,19.0,,2,0,0,0,0.0
70021,0.069663325,72,0,0.77071559,11500.0,26,0,5,0,1.0
60397,0.33584242200000003,56,0,0.271788035,6000.0,6,0,1,1,3.0
133614,0.9999998999999999,40,0,0.0,3100.0,0,0,0,0,3.0
104097,0.129629012,64,0,0.180972628,7525.0,8,0,1,0,0.0
96279,0.17153205,62,0,0.351123983,7250.0,10,0,2,0,0.0
94809,0.870283962,45,0,0.463192101,8000.0,8,0,2,0,0.0
24034,0.051773705999999996,32,0,0.230589803,3000.0,3,0,1,0,0.0
68353,0.0,26,0,0.0,833.0,2,0,0,0,0.0
39629,0.022179802000000002,36,0,7.0,,4,0,0,0,0.0
120647,0.018682545,77,0,0.002988992,13716.0,11,0,0,0,0.0
93534,0.132674188,64,0,2511.0,,11,0,3,0,0.0
120621,0.009999,63,0,2274.0,0.0,12,0,2,0,0.0
18815,0.148625728,38,1,0.404269693,7400.0,9,0,2,0,3.0
46031,0.825191255,48,0,2758.0,,8,0,1,0,3.0
61824,0.002618134,53,0,1149.0,,6,0,1,0,0.0
26883,0.17482563199999998,62,0,0.320515286,5200.0,15,0,1,0,1.0
1060,0.014466655,51,0,0.26296215300000003,4570.0,28,0,2,0,0.0
13241,0.0,58,0,3807.0,,9,0,3,1,0.0
77560,0.009587431,58,0,0.63278907,3000.0,14,0,2,0,1.0
62361,0.09391169099999999,37,0,0.561672293,3850.0,11,0,1,0,0.0
5767,0.004210457,45,0,0.189566837,4293.0,6,0,1,0,1.0
26571,0.590752139,44,0,0.264713622,11400.0,4,0,1,0,0.0
104488,0.24292777100000001,32,0,0.55009373,4800.0,11,0,1,0,1.0
54764,0.41765138700000004,73,0,1890.0,,12,0,1,0,0.0
92620,0.0,37,0,1601.0,,3,0,1,0,0.0
87137,0.482145276,35,0,0.275787369,6000.0,13,0,2,0,3.0
9664,0.003178458,82,1,0.06805961,6508.0,7,0,1,0,1.0
43428,0.08605089,78,0,0.009406711,13500.0,6,0,0,0,0.0
89864,0.200496105,46,1,0.7896850559999999,4730.0,9,0,2,0,2.0
77102,0.47485625299999995,65,0,0.635133056,6500.0,11,0,2,0,0.0
17836,0.25360768300000003,69,1,0.390347954,7500.0,31,0,2,0,0.0
111637,1.045349731,60,2,1497.0,,9,0,1,0,0.0
66164,0.127041845,47,0,0.376072914,11300.0,7,0,2,0,4.0
69239,0.02130373,67,0,0.005888951,3565.0,4,0,0,0,0.0
133143,0.101982848,81,0,173.0,,6,0,0,0,
38280,0.08832481699999999,38,0,0.658222785,15000.0,15,0,3,0,0.0
37503,0.36220164299999996,25,0,0.148839842,5300.0,9,0,0,0,0.0
108792,0.034022846,56,0,0.24593614800000002,8550.0,24,0,3,0,0.0
68124,0.0,68,1,0.663512491,5283.0,8,0,2,0,0.0
131354,0.014635163,76,0,0.00622084,4500.0,6,0,0,0,2.0
79606,0.6955667440000001,62,0,0.745272767,4600.0,13,0,1,0,1.0
149073,0.209326383,50,1,0.35789751700000005,3785.0,13,0,1,0,1.0
5367,0.265894509,58,1,0.421175425,9000.0,10,0,2,0,1.0
44019,0.20641989800000002,44,0,0.209892002,19166.0,10,0,3,0,0.0
22606,0.9999998999999999,26,1,0.34900054,1850.0,5,0,0,0,0.0
99804,0.026771315,28,0,0.153269471,2400.0,5,0,0,0,0.0
116687,0.614385614,38,2,0.125749833,4500.0,3,0,0,0,1.0
91255,0.212156122,59,1,0.24734761800000002,4806.0,13,0,0,0,0.0
95979,0.009896303,38,1,0.859535116,4000.0,9,0,5,0,0.0
138611,0.000499964,52,0,0.21406411600000003,2900.0,6,0,0,0,0.0
92593,0.380859629,32,0,0.277146217,2550.0,5,0,0,0,0.0
19316,0.086694575,42,0,0.18732201199999998,9480.0,7,0,1,0,2.0
64769,0.572518021,63,0,3064.0,,16,0,1,0,0.0
26131,0.38972205600000004,55,1,0.144878499,3250.0,6,0,0,0,0.0
68284,0.993202719,38,0,3719.0,,7,0,4,0,0.0
49881,0.050457899,55,0,0.028858883,3776.0,8,0,0,0,0.0
113442,0.41182028600000004,55,0,0.261567077,4300.0,10,0,1,0,0.0
5762,0.0,67,0,0.0,1600.0,1,0,0,0,0.0
133337,0.01635755,37,1,3980.0,,7,0,2,0,0.0
108458,0.034948843,62,0,1338.0,,9,0,1,0,0.0
79102,0.0,28,0,1931.0,0.0,14,0,2,0,0.0
145919,0.006462600000000001,76,0,0.001080789,3700.0,4,0,0,0,0.0
123559,0.23660094399999998,34,0,0.172010937,4022.0,3,0,0,0,2.0
105082,0.029433503,69,1,4037.0,,7,0,2,0,0.0
142772,0.18195349600000002,47,0,0.13292358699999998,41000.0,16,0,2,0,1.0
34591,0.101001988,61,0,0.217114791,15880.0,5,0,1,0,0.0
127166,0.0017834110000000002,32,0,0.20115976800000002,5000.0,9,0,1,0,0.0
133713,0.5691840429999999,52,1,3233.0,,10,0,1,1,4.0
100114,0.961038961,65,0,0.28467551399999996,5500.0,10,0,2,0,0.0
139079,0.9999998999999999,23,0,0.010962241000000001,820.0,1,0,0,0,0.0
106960,0.015054719,48,0,0.063672261,4051.0,3,0,0,0,2.0
129112,0.004503136,74,0,0.33587241100000004,4200.0,5,0,1,0,1.0
57245,0.023799897999999996,29,1,0.334664097,7263.0,10,0,1,0,0.0
97619,0.00888546,54,0,0.048303977000000005,13000.0,5,0,0,0,1.0
27830,0.281752708,48,0,0.11701081599999999,8135.0,7,0,0,0,1.0
23531,0.075827938,71,0,0.299206087,6045.0,13,0,2,0,1.0
17841,0.009301796999999999,45,0,0.008942661999999999,1900.0,8,0,0,0,0.0
31466,0.011110425,31,1,0.164470625,6450.0,17,0,1,0,1.0
75645,0.49078298299999995,65,1,0.23620411,4330.0,8,0,0,0,0.0
138735,0.098903613,59,0,1890.0,,10,0,1,0,0.0
68258,0.195066784,44,0,0.48687682299999996,7200.0,5,0,2,0,3.0
107675,0.073159408,55,0,122.0,,6,0,0,0,0.0
7256,0.251937403,61,0,0.605131623,3000.0,11,0,3,0,0.0
9457,0.06455638,49,0,0.604047891,3507.0,19,0,1,0,2.0
214,0.9999998999999999,62,0,0.04965839,6000.0,1,0,0,0,0.0
40209,0.981818182,28,1,0.19963647399999998,3300.0,5,0,0,1,3.0
144279,0.0,28,0,0.1684,2499.0,2,0,0,0,0.0
3470,0.083525611,33,0,0.128774245,5000.0,6,0,2,0,0.0
70365,0.058108007,73,0,71.0,,8,0,0,0,
148295,0.122821683,65,0,0.159632626,9145.0,12,0,0,0,0.0
54120,0.463638891,45,0,0.44966362299999996,8323.0,12,0,0,0,2.0
32914,0.219718685,38,0,0.039184326,2500.0,2,0,0,0,2.0
2402,0.728787735,38,1,0.35381949100000004,7500.0,6,3,1,2,0.0
68577,0.469503386,51,0,0.289201489,9667.0,6,0,1,0,1.0
57100,0.006020494,48,0,1496.0,,8,0,1,0,0.0
74763,0.023977245,61,0,0.199333703,1800.0,4,0,0,0,0.0
123804,0.99440056,54,0,1996.0,,7,0,1,0,0.0
135941,0.0,68,1,1333.0,,11,0,1,0,0.0
50009,0.164702725,43,0,0.41369828799999997,8000.0,21,0,2,0,0.0
